0.300000	-14769.416972
0.301000	-14822.406925
0.302000	-14871.770225
0.303000	-14918.109751
0.304000	-14962.123379
0.305000	-15004.265505
0.306000	-15044.792469
0.307000	-15083.906276
0.308000	-15121.768774
0.309000	-15158.511071
0.310000	-15194.240468
0.311000	-15229.045399
0.312000	-15262.999242
0.313000	-15296.163138
0.314000	-15328.588204
0.315000	-15360.317268
0.316000	-15391.386272
0.317000	-15421.825330
0.318000	-15451.659651
0.319000	-15480.876196
0.320000	-15508.906631
0.321000	-15535.547971
0.322000	-15560.818538
0.323000	-15584.745649
0.324000	-15607.362037
0.325000	-15628.703601
0.326000	-15648.808017
0.327000	-15667.713876
0.328000	-15685.460037
0.329000	-15702.085486
0.330000	-15717.628851
0.331000	-15732.128549
0.332000	-15745.622586
0.333000	-15758.148601
0.334000	-15769.743754
0.335000	-15780.444800
0.336000	-15790.287971
0.337000	-15799.308931
0.338000	-15807.542781
0.339000	-15815.023869
0.340000	-15821.785733
0.341000	-15827.860999
0.342000	-15833.281245
0.343000	-15837.830569
0.344000	-15839.980082
0.345000	-15838.852985
0.346000	-15833.504366
0.347000	-15822.683908
0.348000	-15804.772528
0.349000	-15777.728865
0.350000	-15739.063604
