0.300000	660.300000	1540.700000	1436.559045	14539.756783
0.310000	682.310000	1518.690000	1412.869406	14800.959977
0.320000	704.320000	1496.680000	1384.410188	14992.883107
0.330000	726.330000	1474.670000	1355.204806	15140.776119
0.340000	748.340000	1452.660000	1321.880813	15289.828027
0.350000	770.350000	1430.650000	1284.516854	15395.207752
0.360000	792.360000	1408.640000	1248.406788	15117.990215
0.370000	814.370000	1386.630000	2189.617631
0.380000	836.380000	1364.620000	1758.939723
0.390000	858.390000	1342.610000	2128.493887
0.400000	880.400000	1320.600000	1695.534403
0.410000	902.410000	1298.590000	1672.776164
0.420000	924.420000	1276.580000	1656.884875
0.430000	946.430000	1254.570000	1648.215357
0.440000	968.440000	1232.560000	2469.584818
0.450000	990.450000	1210.550000	1662.377510
0.460000	1012.460000	1188.540000	1642.129065
0.470000	1034.470000	1166.530000	1619.588530
0.480000	1056.480000	1144.520000	1606.382145
0.490000	1078.490000	1122.510000	1583.002849
