0.340000	748.340000	612.213956	1452.660000	1297.513298	15790.430325
0.341000	750.541000	612.022699	1450.459000	1293.668338	15801.959691
0.342000	752.742000	611.868209	1448.258000	1289.837037	15812.488250
0.343000	754.943000	611.749732	1446.057000	1286.022626	15821.687836
0.344000	757.144000	611.666380	1443.856000	1282.228554	15829.335608
0.345000	759.345000	611.617133	1441.655000	1278.458564	15835.155268
0.346000	761.546000	611.600844	1439.454000	1274.716787	15838.806310
0.347000	763.747000	611.616243	1437.253000	1271.007836	15839.872773
0.348000	765.948000	611.661962	1435.052000	1267.336990	15837.851379
0.349000	768.149000	611.736551	1432.851000	1263.710365	15832.140462
0.350000	770.350000	611.838512	1430.650000	1260.135193	15822.030217
0.351000	772.551000	611.966333	1428.449000	1256.620166	15806.696713
0.352000	774.752000	612.118526	1426.248000	1253.175909	15785.202021
0.353000	776.953000	612.293660	1424.047000	1249.815620	15756.504135
0.354000	779.154000	612.490386	1421.846000	1246.555918	15719.477877
0.355000	781.355000	612.707468	1419.645000	1243.418068	15672.945272
0.356000	783.556000	612.943785	1417.444000	1240.429653	15615.703409
0.357000	785.757000	613.198344	1415.243000	1237.626969	15546.532452
0.358000	787.958000	613.470276	1413.042000	1235.058525	15464.152605
0.359000	790.159000	613.758830	1410.841000	1232.790284	15367.099557
