0.300000	660.300000	1540.700000	1435.255132	14854.886019
0.310000	682.310000	1518.690000	1407.332046	15190.740365
0.320000	704.320000	1496.680000	1373.323085	15444.531560
0.330000	726.330000	1474.670000	1336.100057	15645.164512
0.340000	748.340000	1452.660000	1297.513297	15790.430323
0.350000	770.350000	1430.650000	1260.135193	15822.030214
0.360000	792.360000	1408.640000	1230.913850	15253.472392
0.370000	814.370000	1386.630000	1788.851452
0.380000	836.380000	1364.620000	1759.568689
0.390000	858.390000	1342.610000	1730.716073
0.400000	880.400000	1320.600000	1703.387391
0.410000	902.410000	1298.590000	1679.562749
0.420000	924.420000	1276.580000	1662.878260
0.430000	946.430000	1254.570000	2435.182332
0.440000	968.440000	1232.560000	1658.735516
0.450000	990.450000	1210.550000	1659.663280
0.460000	1012.460000	1188.540000	1655.192912
0.470000	1034.470000	1166.530000	2110.036022
0.480000	1056.480000	1144.520000	2087.264334
0.490000	1078.490000	1122.510000	1604.506120
