0.300000	660.300000	644.196197	1540.700000	1435.255131	14854.886032
0.310000	682.310000	633.822937	1518.690000	1407.332047	15190.740359
0.320000	704.320000	623.829904	1496.680000	1373.323085	15444.531565
0.330000	726.330000	616.224491	1474.670000	1336.100057	15645.164527
0.340000	748.340000	612.213956	1452.660000	1297.513297	15790.430325
0.350000	770.350000	611.838512	1430.650000	1260.135193	15822.030213
0.360000	792.360000	614.063363	1408.640000	1230.913849	15253.472413
0.370000	814.370000	617.903693	1386.630000	1788.851452
0.380000	836.380000	623.094546	1364.620000	1759.568687
0.390000	858.390000	629.643912	1342.610000	1730.716072
0.400000	880.400000	637.613524	1320.600000	1703.387391
0.410000	902.410000	647.070382	1298.590000	1679.562748
0.420000	924.420000	658.068995	1276.580000	1662.878259
0.430000	946.430000	670.630792	1254.570000	948.556282	14492.409894
0.440000	968.440000	684.720519	1232.560000	1658.735516
0.450000	990.450000	700.228708	1210.550000	1659.663278
0.460000	1012.460000	716.966329	1188.540000	1621.190452
0.470000	1034.470000	734.670934	1166.530000	1643.572530
0.480000	1056.480000	753.019391	1144.520000	1626.026900
0.490000	1078.490000	771.642172	1122.510000	1584.714942
